NATION|SEASON ID|RALLY ID|STAGE PROGR IN RALLY|WINNER|CAR FEDE|CAR BOMBER|WEATHER|TIME|CREATION TM|ENTITY ID|SEASON FINISHED|SEASON START|SEASON END|RALLY WINNER|SEASON WINNER
China|211|260|0|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-09T18:52:46.429|261|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
China|211|260|1|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-09T18:52:46.429|262|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
China|211|260|2|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-09T18:52:46.43|263|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
China|211|260|3|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-09T18:52:46.43|264|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
France|211|265|0|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-09T19:08:40.395|266|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
France|211|265|1|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-09T19:08:40.396|267|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
France|211|265|2|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-09T19:08:40.396|268|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
France|211|265|3|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-09T19:08:40.396|269|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
Spain|211|270|0|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T22:20:32.154|271|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|FEDE|FEDE
Spain|211|270|1|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T22:20:32.155|272|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|FEDE|FEDE
Spain|211|270|2|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T22:20:32.155|273|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|FEDE|FEDE
Spain|211|270|3|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T22:20:32.155|274|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|FEDE|FEDE
Spain|211|270|4|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T22:20:32.156|275|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|FEDE|FEDE
Monaco|276|277|0|FEDE|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-09T22:57:35.131|278|false|2019-06-09T22:22:25.343||BOMBER|
Monaco|276|277|1|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-09T22:57:35.131|279|false|2019-06-09T22:22:25.343||BOMBER|
Monaco|276|277|2|FEDE|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-09T22:57:35.132|280|false|2019-06-09T22:22:25.343||BOMBER|
Monaco|276|277|3|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-09T22:57:35.132|281|false|2019-06-09T22:22:25.343||BOMBER|
Monaco|276|277|4|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-09T22:57:35.132|282|false|2019-06-09T22:22:25.343||BOMBER|
Sweden|276|283|0|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T23:19:49.165|284|false|2019-06-09T22:22:25.343||FEDE|
Sweden|276|283|1|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T23:19:49.165|285|false|2019-06-09T22:22:25.343||FEDE|
Sweden|276|283|2|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T23:19:49.166|286|false|2019-06-09T22:22:25.343||FEDE|
Sweden|276|283|3|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T23:19:49.166|287|false|2019-06-09T22:22:25.343||FEDE|
Mexico|276|297|0|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-15T00:45:04.707|298|false|2019-06-09T22:22:25.343||FEDE|
Mexico|276|297|1|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-15T00:45:04.708|299|false|2019-06-09T22:22:25.343||FEDE|
Mexico|276|297|2|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-15T00:45:04.708|300|false|2019-06-09T22:22:25.343||FEDE|
Mexico|276|297|3|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-15T00:45:04.709|301|false|2019-06-09T22:22:25.343||FEDE|
Mexico|276|297|4|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-15T00:45:04.709|302|false|2019-06-09T22:22:25.343||FEDE|
Argentina|276|306|0|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-16T01:17:24.586|307|false|2019-06-09T22:22:25.343||FEDE|
Argentina|276|306|1|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-16T01:17:24.587|308|false|2019-06-09T22:22:25.343||FEDE|
Argentina|276|306|2|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-16T01:17:24.587|309|false|2019-06-09T22:22:25.343||FEDE|
Portugal|276|310|0|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-16T01:41:48.439|311|false|2019-06-09T22:22:25.343||FEDE|
Portugal|276|310|1|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-16T01:41:48.44|312|false|2019-06-09T22:22:25.343||FEDE|
Portugal|276|310|2|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-16T01:41:48.44|313|false|2019-06-09T22:22:25.343||FEDE|
